18.42,4.12,0.16,166,Sensor3
28.65,20.50,0.45,167,Sensor1
28.48,18.68,0.99,168,Sensor3
-0.38,12.94,-0.09,169,Sensor1
-2.56,16.39,-0.24,170,Sensor2
-4.14,-0.49,-0.42,171,Sensor2
-5.88,-2.81,0.90,172,Sensor1
1.78,15.28,-0.94,173,Sensor2
-1.41,1.75,-0.32,174,Sensor1
23.36,20.34,-0.65,175,Sensor1
18.10,19.00,0.58,176,Sensor2
27.44,22.39,-0.98,177,Sensor1
-0.19,11.21,-0.45,178,Sensor3
-3.85,7.75,0.72,179,Sensor2
-7.45,20.68,0.29,180,Sensor1
-6.53,5.90,-0.81,181,Sensor2
27.23,10.39,0.81,182,Sensor3
-0.86,17.22,0.99,183,Sensor1
20.26,8.15,0.12,184,Sensor2
12.42,11.43,-0.30,185,Sensor1
17.61,20.32,-0.70,186,Sensor2
-4.04,2.71,-0.93,187,Sensor1
29.17,-2.23,0.22,188,Sensor2
2.83,1.21,-0.57,189,Sensor3
16.13,10.75,0.19,190,Sensor2
-3.35,22.11,-0.81,191,Sensor2
1.65,3.95,-0.97,192,Sensor3
10.25,18.06,0.19,193,Sensor3
-9.92,8.92,-0.20,194,Sensor3
29.09,24.68,0.55,195,Sensor1
-1.60,16.66,-0.32,196,Sensor1
15.46,13.76,-0.78,197,Sensor3
-4.44,22.02,0.54,198,Sensor1
7.97,7.73,-0.92,199,Sensor2
-5.87,8.70,0.28,200,Sensor1
-6.67,23.77,0.61,201,Sensor2
6.01,17.64,0.83,202,Sensor1
14.09,20.73,0.62,203,Sensor3
-5.40,16.67,-0.20,204,Sensor2
16.19,2.71,-0.66,205,Sensor3
14.76,2.27,-0.69,206,Sensor2
5.49,19.31,0.04,207,Sensor1
26.04,15.84,-0.98,208,Sensor2
21.75,6.70,0.42,209,Sensor1
19.85,4.16,0.19,210,Sensor1
16.56,19.15,-0.99,211,Sensor3
20.12,17.47,-0.93,212,Sensor1
24.83,-1.33,-0.10,213,Sensor3
-1.76,13.02,-0.41,214,Sensor3
-1.17,4.04,0.89,215,Sensor3
13.80,5.54,0.04,216,Sensor3
25.39,18.39,-0.11,217,Sensor3
-8.52,-0.77,0.89,218,Sensor3
24.51,17.77,-0.82,219,Sensor1
20.20,19.43,0.73,220,Sensor1
-6.60,-0.66,-0.30,221,Sensor2
13.15,7.33,0.48,222,Sensor1
0.43,8.73,-0.12,223,Sensor2
-3.11,-2.73,-0.77,224,Sensor3
1.84,7.82,0.71,225,Sensor2
15.96,4.07,-0.29,226,Sensor3
2.38,2.65,0.14,227,Sensor2
4.33,13.42,0.86,228,Sensor2
19.31,3.94,-0.80,229,Sensor1
6.10,23.11,0.58,230,Sensor3
23.07,2.98,-0.11,231,Sensor1
22.52,13.69,0.03,232,Sensor1
-5.47,22.40,-0.83,233,Sensor2
5.39,23.07,0.41,234,Sensor3
11.48,20.66,-0.27,235,Sensor3
24.84,4.11,-0.12,236,Sensor1
15.77,14.82,0.15,237,Sensor2
25.50,15.17,-0.31,238,Sensor3
20.61,14.44,-0.69,239,Sensor1
26.16,-4.29,0.45,240,Sensor2
-5.07,3.75,-0.75,241,Sensor3
12.71,5.11,0.25,242,Sensor1
18.45,16.31,0.27,243,Sensor1
25.48,9.68,0.94,244,Sensor1
25.00,2.91,-0.19,245,Sensor2
-1.45,6.93,0.12,246,Sensor2
26.05,21.41,0.59,247,Sensor2
14.60,3.57,-0.72,248,Sensor1
-2.22,-2.89,-0.76,249,Sensor1
8.89,1.50,0.00,250,Sensor2
21.86,16.83,0.18,251,Sensor1
2.66,13.67,-0.90,252,Sensor1
6.91,13.12,-0.64,253,Sensor2
25.97,12.52,0.42,254,Sensor3
9.70,-1.14,-0.60,255,Sensor2
8.66,-4.91,-0.14,256,Sensor2
10.13,3.93,0.06,257,Sensor2
19.91,15.30,0.69,258,Sensor3
8.10,18.90,0.05,259,Sensor3
-9.25,15.82,-0.63,260,Sensor3
29.06,8.00,0.57,261,Sensor3
25.58,-0.22,-0.15,262,Sensor3
-2.66,8.92,-0.50,263,Sensor1
10.72,6.81,-0.26,264,Sensor3
27.25,1.58,0.30,265,Sensor1
0.70,3.57,0.26,266,Sensor2
6.97,20.75,-0.01,267,Sensor2
10.60,18.41,-0.77,268,Sensor2
29.14,13.74,-0.45,269,Sensor1
21.88,7.96,0.92,270,Sensor1
10.34,19.25,0.08,271,Sensor3
-1.59,16.14,-0.99,272,Sensor3
26.20,16.56,0.12,273,Sensor2
-4.26,21.95,0.84,274,Sensor1
5.37,8.56,-0.37,275,Sensor3
15.18,4.41,0.18,276,Sensor1
-2.84,2.12,0.22,277,Sensor3
29.92,0.67,-0.44,278,Sensor2
6.39,22.22,-0.13,279,Sensor2
23.58,3.16,0.24,280,Sensor2
8.84,24.46,0.79,281,Sensor3
25.46,17.82,-0.12,282,Sensor1
14.84,0.49,-0.88,283,Sensor3
-9.86,-3.97,0.61,284,Sensor3
9.85,5.57,-0.38,285,Sensor3
-6.28,9.22,-0.41,286,Sensor1
10.42,-4.47,0.01,287,Sensor3
2.72,3.95,-0.88,288,Sensor1
12.48,4.09,-0.08,289,Sensor3
9.38,14.82,-0.38,290,Sensor1
11.71,-2.80,0.52,291,Sensor3
14.76,22.32,0.29,292,Sensor2
18.31,19.96,-0.33,293,Sensor3
-7.82,0.94,0.98,294,Sensor2
3.99,2.95,-0.69,295,Sensor1
-6.80,15.05,-0.19,296,Sensor2
9.49,16.26,0.35,297,Sensor3
21.22,-3.33,0.33,298,Sensor3
25.09,5.02,-0.57,299,Sensor2
0.63,4.18,0.48,300,Sensor1
7.10,22.85,-0.49,301,Sensor3
10.12,1.00,-0.47,302,Sensor3
10.80,23.57,-0.76,303,Sensor3
12.10,-3.40,-0.59,304,Sensor3
14.95,17.31,0.29,305,Sensor2
-8.54,16.22,-1.00,306,Sensor1
7.88,15.37,0.50,307,Sensor1
-0.91,16.31,-0.10,308,Sensor2
-6.86,13.89,0.84,309,Sensor2
-8.59,14.73,-0.40,310,Sensor2
22.52,11.52,0.30,311,Sensor3
-4.62,18.83,0.47,312,Sensor2
-8.37,21.63,0.43,313,Sensor1
7.40,1.58,-0.82,314,Sensor3
-1.56,-3.03,0.29,315,Sensor2
-1.38,14.55,0.00,316,Sensor2
-5.63,5.82,0.20,317,Sensor2
3.13,14.63,0.28,318,Sensor3
-0.80,2.48,-0.78,319,Sensor1
17.27,4.00,-0.79,320,Sensor1
-9.19,7.56,0.62,321,Sensor1
0.63,13.40,0.28,322,Sensor1
0.69,21.71,0.93,323,Sensor1
-7.80,8.90,0.47,324,Sensor2
-0.11,24.43,-0.82,325,Sensor2
5.89,5.06,-0.26,326,Sensor1
0.05,20.28,-0.87,327,Sensor1
-9.59,18.61,-0.57,328,Sensor3
0.51,11.73,-0.08,329,Sensor2
0.89,21.94,0.47,330,Sensor1
9.29,15.28,0.18,331,Sensor3
25.30,23.91,-0.13,332,Sensor3
16.04,20.62,0.93,333,Sensor3
27.71,19.55,0.90,334,Sensor2
20.67,18.08,0.83,335,Sensor3
19.30,11.66,0.13,336,Sensor1
2.54,6.35,-0.65,337,Sensor3
-7.15,5.74,-0.81,338,Sensor2
-3.15,8.63,0.48,339,Sensor1
-2.10,13.88,-0.47,340,Sensor1
5.48,-3.80,-0.18,341,Sensor3
-5.83,17.05,-0.87,342,Sensor3
0.62,18.20,-0.98,343,Sensor2
18.41,15.43,0.08,344,Sensor1
18.00,13.12,-0.66,345,Sensor1
21.72,21.92,-0.19,346,Sensor1
29.29,6.24,0.32,347,Sensor1
11.97,22.68,-0.52,348,Sensor3
-8.76,19.66,-0.82,349,Sensor1
2.78,-3.86,0.21,350,Sensor3
2.15,13.49,0.81,351,Sensor1
19.75,6.83,-0.56,352,Sensor2
8.75,18.77,-0.65,353,Sensor1
-5.20,-3.52,0.37,354,Sensor1
1.43,20.52,-0.30,355,Sensor1
5.22,10.99,0.39,356,Sensor1
-8.29,6.97,-0.20,357,Sensor2
26.56,-1.82,-0.85,358,Sensor1
15.85,0.02,-0.70,359,Sensor1
-0.49,2.84,0.38,360,Sensor2
27.84,3.38,0.48,361,Sensor3
9.10,1.51,-0.04,362,Sensor1
-4.96,8.56,0.25,363,Sensor3
15.45,-4.32,-0.21,364,Sensor1
18.67,0.46,-0.07,365,Sensor2
16.89,-2.17,-0.49,366,Sensor3
-5.64,0.07,0.51,367,Sensor3
-2.67,10.80,0.56,368,Sensor3
17.04,12.79,0.80,369,Sensor3
-8.25,1.53,-0.07,370,Sensor2
-9.64,21.19,0.04,371,Sensor3
-0.70,17.20,-0.63,372,Sensor3
3.07,0.34,-0.66,373,Sensor3
-2.21,5.95,0.42,374,Sensor2
25.05,13.79,-0.38,375,Sensor3
4.96,5.55,0.37,376,Sensor1
11.33,6.39,0.35,377,Sensor2
14.31,18.02,0.74,378,Sensor1
2.54,23.87,0.85,379,Sensor2
-2.25,7.93,0.27,380,Sensor1
5.88,10.63,-0.04,381,Sensor1
3.25,12.35,-0.01,382,Sensor3
3.25,11.57,-0.27,383,Sensor2
9.75,24.73,-0.04,384,Sensor3
27.38,12.41,0.50,385,Sensor1
24.65,24.30,0.47,386,Sensor3
15.27,5.40,0.63,387,Sensor3
26.02,18.80,-0.30,388,Sensor1
3.20,-4.99,-0.82,389,Sensor2
5.41,13.23,0.31,390,Sensor2
2.22,21.00,-0.45,391,Sensor2
-0.28,12.60,0.26,392,Sensor3
12.38,-4.45,-0.56,393,Sensor1
17.27,7.11,0.94,394,Sensor3
0.81,5.64,0.86,395,Sensor2
13.59,14.64,-0.13,396,Sensor2
20.76,15.28,-0.46,397,Sensor3
9.73,4.76,0.42,398,Sensor1
23.56,-1.06,-0.85,399,Sensor2
6.01,-2.49,0.81,400,Sensor2
-6.28,4.35,0.31,401,Sensor2
6.00,11.46,0.33,402,Sensor2
-9.32,22.44,0.22,403,Sensor1
-4.65,20.58,-0.10,404,Sensor1
16.44,6.23,-0.41,405,Sensor3
17.27,1.02,-0.08,406,Sensor2
19.12,5.14,-0.44,407,Sensor3
8.32,-2.15,0.59,408,Sensor3
23.13,22.74,0.75,409,Sensor3
7.68,11.35,0.91,410,Sensor2
12.67,21.05,0.29,411,Sensor1
1.19,23.41,0.16,412,Sensor2
6.83,2.65,0.93,413,Sensor3
26.90,9.58,0.44,414,Sensor1
-5.16,-3.84,-0.52,415,Sensor1
10.41,4.14,0.88,416,Sensor2
25.29,9.75,-0.16,417,Sensor3
14.96,7.07,0.24,418,Sensor3
23.16,24.37,-0.36,419,Sensor3
15.97,21.06,-0.71,420,Sensor3
-6.72,-0.93,-0.15,421,Sensor1
11.52,10.35,0.77,422,Sensor1
3.49,8.10,0.92,423,Sensor2
0.65,-2.73,-0.46,424,Sensor2
-0.40,1.35,-0.41,425,Sensor2
24.34,10.17,-0.19,426,Sensor1
19.99,24.23,0.55,427,Sensor2
17.39,2.71,0.24,428,Sensor1
27.57,22.15,-0.16,429,Sensor2
-9.01,9.05,-0.31,430,Sensor1
-9.10,9.41,-0.47,431,Sensor2
-3.52,0.59,0.36,432,Sensor3
-2.11,22.03,-0.16,433,Sensor2
21.08,11.84,-0.59,434,Sensor2
8.62,8.60,-0.66,435,Sensor1
19.81,3.60,0.26,436,Sensor2
19.64,5.75,0.18,437,Sensor3
-3.92,7.29,0.93,438,Sensor2
10.09,10.43,-0.23,439,Sensor1
0.67,-0.54,0.04,440,Sensor2
-3.71,15.50,0.84,441,Sensor1
-9.98,11.67,0.72,442,Sensor3
15.43,2.75,0.21,443,Sensor2
1.81,2.68,0.52,444,Sensor1
20.04,15.99,0.61,445,Sensor2
26.44,2.96,-0.42,446,Sensor3
21.54,5.23,0.88,447,Sensor1
19.46,16.80,0.08,448,Sensor2
1.44,-4.00,-0.34,449,Sensor3
3.19,8.84,0.69,450,Sensor1
0.67,-4.41,-0.56,451,Sensor3
8.26,9.05,0.18,452,Sensor1
7.48,3.40,-0.46,453,Sensor1
15.39,-2.77,-0.87,454,Sensor3
27.12,8.97,0.09,455,Sensor1
25.57,1.11,-0.88,456,Sensor3
27.20,5.08,0.07,457,Sensor2
-9.91,2.71,-0.03,458,Sensor2
8.16,-4.94,0.31,459,Sensor1
2.50,5.55,-0.99,460,Sensor1
2.39,-4.21,0.06,461,Sensor3
1.49,22.10,-0.51,462,Sensor1
13.14,11.79,0.61,463,Sensor3
25.48,10.18,-0.35,464,Sensor2
18.75,3.17,-0.10,465,Sensor1
17.62,15.96,-0.64,466,Sensor3
-7.66,12.67,-0.25,467,Sensor3
-5.92,20.80,-0.71,468,Sensor3
3.38,23.84,0.99,469,Sensor1
28.36,4.61,-0.80,470,Sensor1
10.05,1.91,-0.48,471,Sensor3
-8.56,13.56,0.90,472,Sensor3
-5.03,2.99,0.57,473,Sensor2
13.58,22.47,-0.92,474,Sensor3
26.12,-2.91,-0.46,475,Sensor3
-1.03,0.64,-0.88,476,Sensor1
-3.45,-2.20,0.02,477,Sensor2
13.18,1.77,-0.14,478,Sensor3
5.87,19.71,0.54,479,Sensor1
8.37,15.04,-0.75,480,Sensor1
16.07,19.78,0.07,481,Sensor3
19.27,17.07,-0.75,482,Sensor3
18.35,22.89,0.72,483,Sensor3
6.17,23.78,-0.44,484,Sensor1
2.36,14.22,-0.54,485,Sensor2
-7.21,7.22,0.20,486,Sensor2
28.86,21.61,-0.85,487,Sensor3
-3.44,6.27,-0.42,488,Sensor2
3.03,23.04,0.78,489,Sensor1
-1.23,8.63,0.90,490,Sensor1
22.05,23.23,0.79,491,Sensor2
13.17,-0.58,0.27,492,Sensor2
-9.90,10.56,-0.01,493,Sensor1
26.68,13.90,0.00,494,Sensor2
-5.74,11.72,-0.04,495,Sensor3
2.74,14.60,-0.22,496,Sensor2
14.07,1.86,0.91,497,Sensor2
10.45,15.93,-0.54,498,Sensor1
9.94,-1.05,-0.61,499,Sensor1
5.98,19.69,-0.03,500,Sensor1
29.18,9.38,0.68,501,Sensor2
-7.15,10.95,0.72,502,Sensor1
-4.53,19.38,-0.67,503,Sensor3
-2.47,-1.56,0.13,504,Sensor2
18.94,16.25,0.89,505,Sensor3
28.91,17.29,-0.86,506,Sensor1
29.43,-2.99,-0.80,507,Sensor3
29.72,-1.33,-0.87,508,Sensor2
19.83,7.17,0.10,509,Sensor2
22.54,20.55,0.30,510,Sensor3
11.98,3.05,0.20,511,Sensor2
25.76,8.22,0.95,512,Sensor3
11.62,8.26,0.78,513,Sensor2
-4.62,20.21,0.26,514,Sensor3
27.94,4.81,-0.69,515,Sensor3
27.57,10.99,0.75,516,Sensor2
27.66,11.81,-0.63,517,Sensor1
1.23,10.34,0.54,518,Sensor2
3.47,23.12,-0.87,519,Sensor3
-9.42,5.71,0.87,520,Sensor2
-3.25,-1.71,0.45,521,Sensor3
9.85,1.79,0.49,522,Sensor3
17.58,5.15,0.60,523,Sensor2
-9.57,-2.38,0.11,524,Sensor1
22.17,12.41,0.84,525,Sensor2
-4.41,-3.10,0.17,526,Sensor1
29.52,13.85,0.98,527,Sensor3
21.54,6.62,0.26,528,Sensor2
8.05,4.70,0.09,529,Sensor3
11.24,19.30,-0.87,530,Sensor3
20.67,9.98,0.49,531,Sensor3
0.08,17.24,0.71,532,Sensor2
-4.93,2.63,0.01,533,Sensor3
26.38,9.53,0.83,534,Sensor1
19.03,9.74,-0.34,535,Sensor3
14.93,0.04,-0.05,536,Sensor3
19.59,3.95,0.53,537,Sensor3
25.93,16.99,0.79,538,Sensor3
25.14,15.56,0.47,539,Sensor1
10.41,0.98,-0.08,540,Sensor2
20.85,5.03,0.54,541,Sensor3
-0.48,17.47,-0.35,542,Sensor3
5.42,-0.89,0.71,543,Sensor2
27.84,11.59,-0.54,544,Sensor1
10.33,3.79,0.33,545,Sensor3
4.48,20.73,-0.31,546,Sensor3
23.20,19.82,-0.77,547,Sensor2
4.34,1.56,0.33,548,Sensor2
1.02,-0.10,0.84,549,Sensor3
6.22,-0.74,0.98,550,Sensor1
15.32,5.15,0.32,551,Sensor3
9.71,18.14,-0.75,552,Sensor1
-5.61,0.15,-0.93,553,Sensor3
-4.08,-1.39,-0.50,554,Sensor2
6.93,-4.15,0.69,555,Sensor1
8.18,-3.59,0.39,556,Sensor2
4.36,5.06,-0.36,557,Sensor1
4.55,4.81,-0.76,558,Sensor1
1.56,15.64,0.57,559,Sensor3
-3.45,2.93,-0.67,560,Sensor2
2.18,4.45,-0.81,561,Sensor1
27.08,4.02,0.98,562,Sensor3
19.08,7.09,0.98,563,Sensor2
-4.16,6.34,-0.48,564,Sensor3
-5.45,22.30,0.26,565,Sensor2
-5.20,-3.85,-0.78,566,Sensor3
1.00,7.54,0.74,567,Sensor1
-7.35,5.35,-0.10,568,Sensor1
4.78,0.90,-0.86,569,Sensor1
12.79,20.90,0.53,570,Sensor1
0.00,2.23,0.00,571,Sensor3
18.47,-0.63,0.28,572,Sensor2
13.97,2.92,-0.66,573,Sensor2
20.60,5.72,0.19,574,Sensor3
13.70,24.92,-0.87,575,Sensor3
17.52,24.20,0.78,576,Sensor3
27.44,21.13,-0.91,577,Sensor3
27.73,17.19,0.11,578,Sensor1
6.61,23.84,0.73,579,Sensor2
28.35,15.40,-0.77,580,Sensor3
-3.68,21.72,0.14,581,Sensor1
25.38,4.94,-0.49,582,Sensor2
5.99,4.51,-0.19,583,Sensor1
25.56,20.96,0.61,584,Sensor2
24.64,10.01,0.83,585,Sensor1
-8.97,8.12,0.24,586,Sensor2
4.51,24.30,0.63,587,Sensor3
1.61,9.44,-0.57,588,Sensor2
-4.70,22.85,-0.27,589,Sensor1
25.92,13.65,0.62,590,Sensor1
28.41,13.20,0.23,591,Sensor3
23.51,5.96,-1.00,592,Sensor3
12.46,-1.96,0.58,593,Sensor3
-8.98,21.20,0.77,594,Sensor2
10.22,10.48,0.82,595,Sensor3
8.44,4.87,-0.89,596,Sensor3
-3.24,19.78,0.35,597,Sensor2
4.89,-0.62,0.31,598,Sensor3
28.37,9.25,0.70,599,Sensor1
3.09,12.15,-0.58,600,Sensor2
7.63,16.40,-0.87,601,Sensor2
21.70,20.43,-0.10,602,Sensor3
29.03,21.22,0.72,603,Sensor2
22.55,13.99,0.44,604,Sensor1
3.43,6.13,-0.98,605,Sensor1
20.49,23.10,0.39,606,Sensor3
-8.36,17.12,-0.11,607,Sensor2
1.78,15.91,0.97,608,Sensor2
12.54,21.45,-0.82,609,Sensor3
-4.12,12.65,-0.88,610,Sensor1
18.80,-3.73,-0.96,611,Sensor3
22.87,11.60,0.43,612,Sensor3
28.39,18.79,0.84,613,Sensor3
15.51,17.40,-0.30,614,Sensor3
14.58,2.68,-0.56,615,Sensor1
1.71,18.71,-0.23,616,Sensor3
-4.87,7.92,-0.83,617,Sensor1
19.18,13.95,0.73,618,Sensor3
15.31,-3.23,0.22,619,Sensor1
7.32,2.89,-0.94,620,Sensor3
24.36,7.06,-0.02,621,Sensor1
29.14,11.43,0.64,622,Sensor1
23.74,16.10,-0.55,623,Sensor1
13.83,9.32,-0.08,624,Sensor1
22.44,-3.37,0.73,625,Sensor1
-6.18,0.89,-0.87,626,Sensor2
-6.36,7.71,-0.16,627,Sensor3
6.38,19.03,0.07,628,Sensor1
28.88,-3.00,-0.33,629,Sensor2
14.56,1.44,-0.63,630,Sensor1
24.78,12.43,-0.71,631,Sensor2
2.10,14.19,-0.91,632,Sensor1
20.31,14.43,-0.28,633,Sensor1
25.02,1.91,-0.81,634,Sensor1
24.42,24.10,-0.64,635,Sensor2
24.88,-0.46,-0.37,636,Sensor3
21.98,-2.41,-0.97,637,Sensor2
28.76,12.36,0.02,638,Sensor1
14.86,1.66,-0.61,639,Sensor1
27.72,8.86,-0.28,640,Sensor1
17.87,-1.06,0.20,641,Sensor1
23.07,2.21,-0.74,642,Sensor2
17.63,15.61,0.32,643,Sensor3
27.04,5.71,0.40,644,Sensor3
25.39,21.08,0.23,645,Sensor3
-6.33,7.18,0.03,646,Sensor2
2.16,12.00,0.65,647,Sensor2
-2.45,18.93,0.40,648,Sensor3
3.94,2.50,0.28,649,Sensor2
25.84,-4.48,-0.88,650,Sensor3
19.95,8.70,-0.65,651,Sensor1
21.45,-4.77,-0.73,652,Sensor1
19.66,-1.52,-0.89,653,Sensor1
19.88,0.76,-0.57,654,Sensor3
15.20,2.63,-0.06,655,Sensor3
26.77,2.43,0.10,656,Sensor1
10.30,-4.05,-0.52,657,Sensor1
9.91,20.00,-0.04,658,Sensor3
21.11,20.64,-0.50,659,Sensor1
8.27,13.55,0.49,660,Sensor2
-3.81,16.83,0.71,661,Sensor2
0.48,16.95,0.51,662,Sensor1
6.86,11.05,-0.02,663,Sensor3
28.84,1.62,-0.96,664,Sensor3
21.36,4.82,0.28,665,Sensor2
25.86,18.18,-0.32,666,Sensor3
6.37,20.03,-0.50,667,Sensor1
12.84,12.86,0.05,668,Sensor2
21.56,17.17,-0.87,669,Sensor3
13.97,-0.75,0.40,670,Sensor3
